,aq1201c004_ctd-aq1201c005_ctd,aq1201c005_ctd-aq1201c006_ctd,aq1201c006_ctd-aq1201c007_ctd,aq1201c007_ctd-aq1201c008_ctd,aq1201c008_ctd-aq1201c009_ctd,aq1201c009_ctd-aq1201c010_ctd,aq1201c010_ctd-aq1201c011_ctd
24,0.0003744317031701486,0.0007514516686209729,0.00556705834743912,0.019515250119120482,0.03745373051332527,0.01757091856282284,0.05281644241219869
25,0.000298331501217855,0.0006024101208376071,0.0046689419508831745,0.016258226859577826,0.03109456854822547,0.014138148284154202,0.04462249791853625
26,0.00022901422186730265,0.0004765900842197485,0.003743601729264723,0.013002476339630687,0.02482259836051484,0.010962931765964573,0.03610945922176031
27,0.0001655579868726826,0.00036140386589850486,0.002804909624598731,0.00974662216465007,0.018619337824660572,0.008018849311268457,0.027288522551062417
28,0.00010650931637169134,0.0002446954429235198,0.0018666021797372786,0.006492532534387538,0.012428608223356551,0.005276485741561801,0.018247837215808933
29,5.2305273919113684e-05,0.0001234557773740834,0.0009343157382987488,0.0032396974268072754,0.006223270762747936,0.002605561130806981,0.009154040291840445
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-5.357934239948892e-05,-0.0001222095115457218,-0.0009362474237196479,-0.003229206282057356,-0.0062204433479297536,-0.0025415125005487653,
32,-0.00010477606902392514,-0.0002470983586569435,-0.001870360883797699,-0.006459050000585343,-0.012375638713433357,-0.005046212071647342,
33,-0.00015282478071991664,-0.00037539874045964584,-0.0027929501531934477,-0.009700190875609978,-0.018440923841951434,-0.007556535910479207,
34,-0.00020216186016068329,-0.0005028282536030454,-0.003678259089672063,-0.01297882832258678,-0.024482163157879516,-0.010057786902569855,
35,-0.00025148242641076653,-0.0006301982977142059,-0.004506955081214412,-0.016310242046513913,-0.030520866323660117,-0.012556062212013637,
36,-0.00030020990357320244,-0.0007573920168984305,-0.005299641487657373,-0.019665042051662418,-0.03653528478004964,-0.01510481100718159,
37,-0.0003500504858471631,-0.0008834234325183393,-0.0060737361267748135,-0.023027240545147824,-0.04254788615468325,-0.01768005320401814,
38,-0.00040089574249822313,-0.00100863611566543,-0.006838667446491276,-0.02639634438147485,-0.04856817923772447,-0.02025303744312622,
39,-0.0004524054844400992,-0.0011329001601696938,-0.007604369410075011,-0.029766309652229025,-0.05458758200817043,-0.022826793408974987,
40,-0.0005046059782301379,-0.0012562963959267285,-0.0083703817453167,-0.03313781892521625,-0.060595565650664075,,
41,-0.0005565297124248847,-0.0013794018710363979,-0.009137483314085152,-0.03650410178452224,-0.06655777434535042,,
42,-0.0006086527157377794,-0.0015014863792953438,-0.009906283108930328,-0.03986579782376762,-0.072469460489766,,
43,-0.0006611177793624921,-0.001622985675750031,-0.010676473818959599,-0.043227044770762606,-0.07838102168774964,,
44,-0.0007139030380833888,-0.0017438872921128191,-0.01144746435642478,-0.04658741881870951,,,
45,-0.0007537204309439238,-0.001864804632227801,-0.012218977822308168,,,,
46,-0.0008035909936401289,-0.0019837085987851814,-0.01299193072282293,,,,
47,,,-0.013767886898781419,,,,
48,,,-0.014546170812734373,,,,
49,,,-0.015324637849724059,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
